"","x"
"RT @tabitha_eisner: @TroyCrossley if he did this, I don't want to justify it, but I think @J_tsar is a victim of his brother. maybe pressur…",3
"RT @TAINTALIZER: @J_tsar is just a normal guy, liked to street race just a regular guy like u and me. There's more to this I know it. #Does…",3
"RT @talkSAINTS: Honestly, you (@J_tsar) are a fucking bastard. I hope you get tortured by the Americans! You're fucked up in the head! #Nut…",3
"RT @tapbot_paul: Dzhokhar Tsarnaev’s account (@J_Tsar) has gotten 57k+ followers since yesterday. Anyone really think he’s every going to T…",84
"RT @taygogo: Props to the Department of Justice for reading @j_tsar his Miranda Rights finally &amp; charging him as a civilian and not an …",3
"RT @TaylorKinney11: Oh fuck me!! @J_tsar's hobbies include bomb making, terrorism and listening to @ladygaga",5
"RT @tayquangoodman: Breathe Easy @j_tsar",3
"RT @TDdaPG7: “@ghomanisti:Spread the word in my eyes @J_tsar is innocent, what he's accused of doesnt add up @TroyCrossley http://t.co/35oj…",7
"RT @TeamTinaBGC: Dude's first tweet after bombing &gt; RT @J_tsar: Ain't no love in the heart of the city, stay safe people",11
"RT @TeamTinaBGC: Not when you have 9000 cops chasing that ass, g0rl. RT @J_tsar: I'm a stress free kind of guy",10
"RT @teenidleniall: “@J_tsar: Ain't no love in the heart of the city, stay safe people” you disgust me",6
"RT @teenidleniall: “@J_tsar: Being bilingual is da bomb” well",3
"RT @tGrimes92: I started following suspect #2 on twitter ( @j_tsar) I'm waiting for him to accidentally add his location to his next tweet.…",5
"RT @th3j35t3r: 0107am @J_tsar faved tweet by @Steezy_Be_Eazy reading: 'The ultimate sacrifice is within u, the battle within is defined by …",29
"RT @th3j35t3r: 2nd twitter account that @J_tsar (Tsarnaev) was following has just deleted their entire account: @mellochamp",40
"RT @th3j35t3r: Earlier today Suspect '2''s twitter account @J_tsar was following 108 users now he's following 103. Five people have blocked…",59
"RT @th3j35t3r: Full transcript of all tweets from suspect #2 twitter account &gt;&gt; @J_tsar available here: http://t.co/lyt6S6vYee",32
"RT @th3j35t3r: Suspect #2's twitter account &gt;&gt; @J_tsar",38
"RT @THAREALCEOVIK: ",132
"RT @THAREALCEOVIK: @CNN HERE IS #PROOF #PROVING THAT @J_Tsar IS #Innocent ",3
"RT @THAREALCEOVIK: @malikZayn97 &amp; @CNN HERE IS #PROOF #PROVING THAT @J_Tsar IS  #Innocent ",3
"RT @THAREALCEOVIK: @wolfblitzer
@CNN HERE IS #PROOF #PROVING THAT @J_Tsar IS",3
"RT @THAREALCEOVIK: #FBI &amp; #CIA Are So Full Of Shit @J_tsar  Is #Innocent #Innocent #Innocent #Innocent #Innocent #Innocent #Innocent #I…",4
"RT @THAREALCEOVIK: #Innocent #Innocent #Innocent 
#Innocent #Innocent #Innocent 
@J_tsar Was #Framed He Is ",5
"RT @THAREALCEOVIK: #Innocent #Innocent #Innocent #Innocent #Innocent #Innocent 
#Framed #Framed #Framed 
",4
"RT @THAREALCEOVIK: #Innocent #Innocent #Innocent #Innocent #Innocent #Innocent #Innocent #Innocent #Innocent 
",3
"RT @THAREALCEOVIK: ⚠⚠@CNN HERE IS #PROOF #PROVING THAT @J_Tsar #Innocent ",5
"RT @THAREALCEOVIK: Everyone Who Knows How #TheElite works knows that they're gonna make @J_tsar Admit something #HeDidNotCommit #Innocent #…",7
"RT @THAREALCEOVIK: S/O @J_Tsar #WeKnowYour #Innocent #HoldYourHead ",5
"RT @THAREALCEOVIK: S/O @J_tsar We Know Your #Innocent  #Famm ",3
"RT @ThatPatsGirl: Still don't get why so many people are following @J_tsar",3
"RT @THE_ELPRESADOR: @J_tsar LMAO I THINK YOU MAY HAVE BEEN SHOT,NOW YOU CAN JOIN YOUR GAY ASS BROTHER",3
"RT @The_Real_Fly: Apparently the Boston terrorist was an avid tweeter, under the alias @j_tsar",8
"RT @THE_REAL_PHIL_: “@J_tsar: That homework that I was supposed to do, yeaa I'm still doing it”&gt;&gt;&gt;One month later you're the most …",9
"RT @TheBrianLaverty: The more I think about it, the more I realize that @J_tsar didn't do it.  Just another example of everyone blindly fol…",8
"RT @TheofficialCEO: “@J_tsar: Place your bets http://t.co/8VAiCnQnnm”” Am I THE ONLY ONE THAT SEE'S that the other license plate say terror…",4
"RT @ThePacoPerez: BOSTON POLICE GOT U NOW BOO @J_TSAR U BOUT TO GET THE MEHGAN TREATMENT",3
"RT @thepaulbuckner: @J_tsar or the FBI kills you, amIright?",6
"RT @TheRealCillian: Why are people following @J_tsar, I may be wrong here but I don't think he'll be tweeting anytime soon",7
"RT @TheSecular: “@J_tsar: @ImRealTed fake story”

Marathon Bomber calls the death of a girlfriend in Boston bombing a fake story. This is u…",90
"RT @TheSecular: “@J_tsar: Ain't no love in the heart of the city, stay safe people”

First tweet #Dzhokhar wrote after bombing",35
"RT @TheSecular: “@J_tsar: I don't argue with fools who say islam is terrorism it's not worth a thing, ...""
You have made defending Islam mo…",4
"RT @TheSecular: “@J_tsar: I don't argue with fools who say islam is terrorism it's not worth a thing,.""
#Dzhokhar discussing terrorism &amp…",3
"RT @TheSecular: “@J_tsar: see no evil, hear no evil, speak no evil until the morning alarm goes off and all hell unleashes”

Hell was his b…",3
"RT @TheSecular: “@J_tsar: So then I says to him, I says, relax bro my beard is not loaded”

Is that a code?",13
"RT @TheSecular: “@J_tsar:  Bang! Bang!”

WHAT A REVEALING TWEET. This morning he fatally shot an officer. 
#Boston #Dzhokhar",6
"RT @TheTitusTucker: Breaking News:We now know the suspect listens to Kanye West! @J_tsar This night deserves Hennessy a bad bitch and an o …",4
"RT @TheTrueHero91: @PunkyGang @j_tsar major setup. 
Yes it's coming and that means Jesus is coming. Don't be afraid be happy. http://t.co/o…",6
"RT @TheTrueHero91: @PunkyGang @j_tsar very setup. He wasn't the person. We gonna start war with Russia. WW3",4
"RT @TheZaghloool: @J_Tsar Stay strong habibi! The oppressors may be above our heads but they have forgotten that Allah is above them! #Free…",3
"RT @Thibault2Cidrac: @TroyCrossley @j_tsar @KyleighCarney Then why did he engage a gunfight against the police ?",3
"RT @Thinkdeeper76: @J_tsar @therealAbdul_  &lt;=== Apparently an associate of the bomber who had something the bomber wanted! @ChristineRom…",4
"RT @thoughtsarepain: “@J_tsar: When I die, I want to go peacefully like my Grandfather did, in his sleep -- not screaming, like the passeng…",3
"RT @timshundo: Bomber is/was a deep man. “@J_tsar: I'll always break for a crossing squirrel”",4
"RT @TipOf_UrTongue: This whole thing has been sketchy to me from the beginning! Watch it @j_tsar maybe innocent!?!?  http://t.co/nBV9ZZWuXJ",11
"RT @TLReed2: Proof that @j_tsar is in custody #BostonStrong http://t.co/q86JEgGk2N",27
"RT @TmarTn: STOP CAMPING @J_tsar",79
"RT @TobiiasGaming: Am I the only ones that wants to see @J_tsar tweet from the boat?",60
"RT @TobiiasGaming: RT @J_tsar: #YOLO &lt; lol.",5
"RT @ToneJones_: all of you favoriting @J_tsar tweets will now be closely watched by the FBI, smh lol",9
"RT @TonsTweetings: เผยรายละเอียดจากทวิตเตอร์ของผู้ต้องสงสัยระเบิดบอสตัน @j_tsar เขาเป็นคนหลับดึกตื่นสาย ชอบกินวาฟเฟิล ไม่ชอบตัดผม ชอบซีรีส์…",11
"RT @TraciMMoran: “@J_tsar: Ain't no love in the heart of the city, stay safe people” YOU TWEETED THIS AFTER BOMBING INNOCENT PEOPLE!?? You'…",8
"RT @TravLeBlanc: I just looked at Dzhokhar Tsarnaev's Twitter page @J_tsar and I can't believe that he had the audacity to not be following…",14
"RT @tristanjon17: It amazes me how many idiots out there are defending @J_tsar We wonder why the world is so messed up! Kids idolizing evil…",4
"RT @TROPlCULT: “@J_tsar: I'm a stress free kind of guy” http://t.co/yBQyuVmGer",5
"RT @TroyCrossley: @J_tsar  2 me is my brother.. to those who say im doing this for attention are ignorant and obviously want it themselves
…",9
"RT @TroyCrossley: @J_tsar  needs our help!!!",26
"RT @TroyCrossley: @J_tsar and tamerland INNOCENT

#BeingFramed #Innocent #Remember911
#troycrosselytruth #rapreligion",7
"RT @TroyCrossley: @J_tsar is innocent check this link
http://t.co/ozjoE9aOKK",40
"RT @TroyCrossley: @J_tsar is not guilty an will be proven

follow the #TroyCrossleyTruth campaign",21
"RT @TroyCrossley: @J_tsar just called me a pervert cus i like @GameOfThrones hmmmmmmm lol",14
"RT @TroyCrossley: @J_tsar was a scholar, Athlete an a great individual with no desire of harm. He was in fact a muslim making him a perfect…",64
"RT @TroyCrossley: @J_tsar we can figure something out but i gotta take u to the official studio in boston we can lay the track down there",7
"RT @TroyCrossley: @J_tsar yo i heard u n @xXjungaXx were poppen fireworks",8
"RT @TroyCrossley: @RealAlexJones We have to bring my friend @J_tsar out of the swamp of this abyss we call law enforcement we must work tog…",4
"RT @TroyCrossley: #mentionsomeoneyoucareabout

@J_tsar",19
"RT @TroyCrossley: #mentionsomeoneyoucareabout @J_tsar",8
"RT @TroyCrossley: All Radio stations, social media, schools, people spread RT #TroyCrossleyTruth @J_tsar  is innocent",22
"RT @TroyCrossley: Anyone that has Faith in God and prays for @J_tsar  RT RT RT

#TroyCrossleyTruth",52
"RT @TroyCrossley: Check out this PIC on @J_tsar 

#TroyCrossleyTruth http://t.co/5iSk8PvQdO",61
"RT @TroyCrossley: Everyone RT RT  the #TroyCrossleyTrust Campaign to have a voice for @J_tsar",67
"RT @TroyCrossley: Follow heda91 on instagram for great visual and more information of this incident and frame of @J_tsar  and tamerlan

#tr…",5
"RT @TroyCrossley: Follow heda91 on instagram to get more updates on the good for @J_tsar  

#TroyCrossleyTruth",7
"RT @TroyCrossley: I thank all supporters of the #TroyCrossleyTruth Campaign for @J_tsar and tamberlans innocence WE WILL FIGHT FOR WHATS RI…",10
"RT @TroyCrossley: I you got instagram follow heda91 for more @J_tsar info 

#TroyCrossleyTruth",3
"RT @TroyCrossley: Id Love to thank the love an support for @J_tsar tamberlan and #TroyCrossleyTruth Campaign lets keep it up",10
"RT @TroyCrossley: Ill be back on later..Everyone send there prayers to @J_tsar and keep the campaign going

#TroyCrossleyTrust",32
"RT @TroyCrossley: Italy, Chechnya, America, Zimbabwea, Canada, england,Mexico and more
support @J_tsar  and #TrorCrossleyTruth",3
"RT @TroyCrossley: Join the #TroyCrossleyTruth Campaign to @J_tsar  and tamerlans innocence",9
"RT @TroyCrossley: Just got off the phone with @NBCNews lets keep the support up for @J_tsar 

#TroyCrossleyTrust",38
"RT @TroyCrossley: Listen up WORLD keep following ME as I lead the charge to @J_tsar s freedom the campaign is at a all time high lets get e…",25
"RT @TroyCrossley: My boy @J_tsar is being framed",58
"RT @TroyCrossley: People like @J_tsar and chris kyle are in the same boat",3
"RT @TroyCrossley: People like @TupacShakurTS , @Biggie_smalls @MalcolmX_bot  @martinlutherking are in the same boat as @J_tsar  @OsamaBinLa…",11
"RT @TroyCrossley: Shoutout To the Governments fake Profiles that are talking shit about me and @J_tsar  take a look",11
"RT @TroyCrossley: So for interrogation there going to cut down @J_tsar rights hes been in the country more then a decade

#Fuckthegoverment…",13
"RT @TroyCrossley: So now @J_tsar  cant testify or make any defense thats fucked up the devils all ova this   #TroyCrossleyTrust",54
"RT @TroyCrossley: Spread my message Everyone knows @J_tsar is innocent 

#TroyCrossleyTruth #RapReligion",34
"RT @TroyCrossley: the way @J_tsar got framed it relates to 9/11 the goverments fucked open your eyes ppl

#troycrosselytruth #rapreligion",9
"RT @TroyCrossley: We aint sleepen Till @J_tsar gets a fair trial an is proven innocent Fuck the Government 
the dirt is on there hands

#Tr…",27
"RT @TroyCrossley: we need to make the Minority Majority

#TroyCrossleyTruth @J_tsar",14
"RT @TroyCrossley: We Will get @J_tsar a fair trial and prove to  the world that he is innocent RT This message 

#TroyCrossleyTruth",52
"RT @truthwithcarly: “@J_tsar: But I also like when people stand by what they believe no matter what any jerk like me says” stand up for wha…",12
"RT @tryna_be_famous: All jokes aside, you know they gonna kill you right? @J_tsar",3
"RT @tsallabT: ""@J_tsar: Most of you are conditioned by the media"" something just doesn't add up. #WhatReallyHappened",3
"RT @ttevicentejara: El terrorista de Boston tenia 1.000 followes antes de morir, ahora @J_tsar tiene mas de 50.000. Ya saben que hacer para…",6
"RT @TuneInfinity: I'm not saying @J_tsar did do it, and im not saying he didn't do it. I'm saying he is innocent until proven guilty in cou…",20
"RT @twerkingjonas: ""@J_tsar: Being bilingual is da bomb"" I see what you did there",4
"RT @TwiterHero: Now in real Twitter Jail , send you thoughts and tweets to @j_tsar (Boston Bomb Suspect)",4
"RT @TwiterHero: Now in real Twitter Jail , send your thoughts and tweets to @j_tsar (Boston Bomb Suspect)",7
"RT @UCFKnightNews: #Boston terror suspect Dzhokhar Tsarnaev’s twitter account appears to be @J_tsar, per @ABC news. Interesting to see the …",5
"RT @UmairA916: Actual picture of @J_tsar being detained by authorities. #bostonmanhunt #BostonBombing http://t.co/TjeVh9pg4n",4
"RT @UmaraaahOx: I actually believe @J_tsar wasn't behind the Boston bombing. The media controls people's minds. Being Muslim doesn't make y…",7
"RT @UncleChaps: Before you go to prison forever, @J_tsar, can I get a RT?",7
"RT @UnitedWeRun: Godspeed to everyone hunting down this vile excuse of a human being --&gt;@J_tsar",3
"RT @UrbyJT: Hey @J_tsar  http://t.co/noeTNKHrTf",4
"RT @US_Weather_: It appears that one of the bombers' twitter page is @j_tsar.",10
"RT @vadum: Bomber makes sick joke? “@J_tsar: @MelloChamp and they what ""god hates dead people?"" Or victims of tragedies? Lol those people a…",20
"RT @vebbyawn: I know its weird i think @J_tsar is just like us, a 19 yo. Nothings wrong with his tweets, hes such an innocent. May God help…",8
"RT @vehement_love: разве мог взорвать бомбу человек, с котятками в твиттере...не думаю @J_tsar",4
"RT @VFfreedom: @th3j35t3r  @troycrossley started #TroyCrossleyTrust ""Campaign to have a voice for @J_tsar"" while he peddles his Rap FB page…",3
"RT @VilleMorte: @J_tsar HAHAHAHAHA you got owned. And your brother is dead and now you're going to be king of taking that dick.",3
"RT @vosiznies: Boston – Twitter Account of 2nd Suspect on the Run ""Dzhokhar Tsarnaev"" is @J_tsar He was Tweeting after the Bombings. http:/…",9
"RT @vuled: He seems too normal to be a maniac bomber, I swear this is a govt. setup to tag someone. “@J_tsar: Amazing #nofilter http://t.co…",7
"RT @vyvansethoughts: Boston Bomber @j_tsar is a real dickhead on Twitter http://t.co/Z0PxRCfnDE",11
"RT @WaheedALiii: “@J_tsar: I don't argue with fools who say islam is terrorism it's not worth a thing, let an idiot remain an idiot”&lt; th…",5
"RT @WallautDosky: https://t.co/JLs25rUquY Idk I doubt them two suspects were the bombers. @J_tsar is to young of an guy.",9
"RT @war1057: Hey @J_tsar: your brother isn't looking so hot. He got off too easy of you ask me. You're next, shithead #deadbomber http://t.…",25
"RT @washingtonpost: Two former classmates confirm that @J_tsar belonged to Dzhokhar Tsarnaev to @CaitlinDewey http://t.co/WwYDIjYgat",9
"RT @washingtonpost: Two high school classmates confirm @J_tsar is Dzhokhar Tsarnaev's Twitter account: http://t.co/c3Wk9QTMpJ #bostonbombing",90
"RT @WayneDoyle___: @WayneDoyle___: #boston #suspect #manhunt moment of capture of @J_tsar http://t.co/bdwNy3vZHb",3
"RT @WBCSays: Bloodthirsty @BostonGlobe &amp;Boston mobs froth at the mouth for revenge on foolish @J_tsar for #BostonBombs
But expect pass …",10
"RT @WeedMan4ever: Peace fucker @J_tsar enjoy the rest of your stay in prison or hell.",4
"RT @werevertumorro: Este es el twitter real @J_tsar del wey que andan buscando en Boston. A ver si me da follow y le pregunto dónde anda.",33
